id,name,pos,closed,idBoard
68bf2061977cbad7e1c83b24,ENVIO DE MENSAGEM ORÇAMENTO CAMIM/ÉGIDE,16384,False,
68f254270888eb332eb7879f,PROMOZAP,24576,False,
68bf20672185d6b8a501d080,CAMILA.AI ATENDENTE,32768,False,
68bf206c9403627dc81601bc,CAMILA.AI VENDEDORA,49152,False,
68bf20863ec6b796f2fd0fba,MIDAS - PÓS VENDAS NOS POSTOS,65536,False,
68bf23c72bbeae5ff88ae985,CANCELAMENTO DE CONSULTA PARA QUEM NÃO CONFIRMAR,81920,False,
68efec977c41dde6c34d9d58,Sistema do médico inteligente.,90112,False,
68c1f346f5ff41f82983eae1,CRIAR GPT para nossos usuários baseado em GROQ?,98304,False,
68d3f3963ba664c7886aaed5,DONE,114688,False,
